end_ip,rtt,ttl
211.137.176.105,0,5
116.251.115.53,5,6
103.41.143.122,0,5
120.222.48.17,9,8
219.146.27.65,6,8
211.137.176.65,5,8
10.102.10.117,0,4
103.52.86.114,0,4
103.41.143.118,0,5
211.137.176.109,5,8
11.219.68.10,5,6
211.137.176.237,5,8
116.251.113.45,0,5
211.137.177.141,6,8
120.192.97.237,5,8
120.222.48.29,7,8
103.41.143.145,0,4
140.205.26.217,4,6
103.52.86.78,0,4
103.41.143.114,1,5
10.102.10.125,0,4
116.251.115.53,5,6
103.52.86.114,0,4
11.73.5.177,2,2
116.251.115.53,5,6
211.137.196.153,5,8
103.41.143.58,0,5
10.102.10.109,1,4
10.54.188.190,0,4
120.222.48.21,4,8
116.251.115.53,4,6
11.247.236.58,3,6
120.192.93.193,5,7
116.251.113.45,0,5
11.73.5.113,5,2
103.41.143.81,0,4
211.137.196.153,5,8
116.251.115.53,5,6
211.137.196.54,9,9
116.251.115.53,6,6
116.251.115.53,3,6
11.73.5.145,12,2
120.222.48.17,5,8
116.251.113.33,0,5
116.251.113.37,0,5
120.222.48.21,5,8
116.251.115.53,3,6
211.137.196.50,11,9
211.137.196.50,10,9
120.192.93.189,5,7
120.192.93.189,5,8
140.249.128.209,6,9
103.41.143.73,0,4
103.41.143.50,5,6
11.73.5.161,4,2
27.221.86.137,4,6
116.251.115.53,5,6
103.41.143.118,0,5
11.73.5.121,1,2
10.102.10.33,0,4
11.73.5.145,4,2
11.73.5.193,2,2
116.251.113.73,0,5
211.137.176.65,5,8
120.222.48.17,5,8
116.251.115.53,4,6
11.73.5.81,2,4
11.73.5.81,3,2
11.73.5.73,1,2
11.73.5.121,5,2
120.222.48.21,2,8
